sentimen,ulasan
Positif,"Di gudang, uang sangat bagus.Manajer kebanyakan baik dan mudah didekati."
Negatif,Kami dan mereka budaya.tidak bagus sama sekali
Negatif,lebih bekerja dan di bawah tidak menghargai waktu untuk mencapai target realistis
Negatif,Tantangannya ada dalam pekerjaan saya sebagai pengemudi.Tidak cukup waktu untuk mendapatkan dari A ke B ... jika Anda akan mengatakan waktu dibandingkan dengan Google Maps maka tetap pada Google Map Times dan jangan pergi memotong waktu itu.Mengemudi adalah sesuatu yang tidak bisa terburu -buru karena kesalahan yang lebih sederhana dapat membunuh Anda atau seseorang di sekitar Anda.Juga waktu depan pintu tidak cukup dan jika kita adalah wajah ramah Asda memberi kita waktu untuk bersikap ramah alih -alih bergegas pelanggan kita.Saya benar -benar berharap seseorang dalam manajemen tinggi akan keluar dan melihat tantangan yang kami hadapi dan mungkin lebih menghargai kami.
Positif,hal terbaik tentang bekerja untuk asda adalah jam yang cocok untuk saya
Negatif,"Anda menggunakan hak hukum, diberlakukan untuk melindungi pekerja, Anda memenangkan kasus Anda dengan benar, maka Anda terpaksa pergi."
Negatif,"Beberapa manajer toko mendorong budaya manajer departemen yang tidak pergi sampai mereka melakukannya.Ini berarti saya akhirnya bekerja 18 jam hari setidaknya 2 - 3 kali seminggu.Jika Anda mengabaikan aturan tak terucapkan ini, departemen Anda akan 'berjalan' pada hari berikutnya dan banyak kesalahan yang ditemukan.Manajer departemen didorong untuk menggertak kolega di departemen mereka untuk memenuhi target yang berlebihan."
Negatif,"Semakin banyak pekerjaan yang dilakukan pada shift malam tetapi diberi lebih sedikit waktu untuk mencapai semuanya, setiap kesalahan di toko disalahkan pada shift malam meskipun shift itu memberikan 90% dari beban kerja. Mengumpulkan waktu istirahat bisa menjadi masalah.
Tidak ada cara kerja yang konsisten, proses baru yang diperkenalkan setiap beberapa minggu bahkan jika itu telah terbukti sebelum itu tidak berhasil"
Negatif,Manajer semuanya untuk diri mereka sendiri dan suka menutupi kesalahan mereka dengan menyalahkan mereka pada kolega.Saya harus mengundurkan diri karena manajer saya secara konsisten mengabaikan fakta bahwa orang lain tidak memeriksa stok yang sudah ketinggalan zaman.
Positif,"Saya telah bekerja untuk ASDA selama hampir tiga tahun, sementara saya telah berada di universitas dan sesudahnya.Saya dapat mengatasi jadwal saya untuk universitas dan juga mengambil sedikit lembur di sepanjang jalan.Meskipun saya tidak ingin maju di toko sementara berada di eduation ada banyak kemajuan di dalam dan banyak kolega saya berkembang untuk menggeser pemimpin dan manajemen.Saya berkembang di dalam toko dan bisa mendapatkan pengalaman dari semua area di toko, namun ini mungkin karena saya bekerja di supermarket kecil.Saat meninggalkan universitas, saya juga dapat mengambil berjam -jam dan pindah ke kantor tunai alih -alih checkout."
Positif,Bekerja dengan orang -orang brilian Saya memperoleh kehidupan sosial yang sangat baik dari bekerja untuk perusahaan ini dan membuat teman seumur hidup yang saya benar -benar senang pergi bekerja !!Suka bagaimana dengan kerumunan harian kami terus mendapat informasi tentang target dan hasil yang membuat Anda ingin bekerja lebih keras untuk mencapai tujuan kami !!
Positif,Saya sangat suka bekerja untuk asda saya suka bekerja di checkout yang Anda temui beberapa kolase dan kebiasaan orang yang sangat menyenangkan saya telah membuat beberapa teman baik bekerja untuk asda
Positif,"Ini sempurna bagi saya sebagai mahasiswa, saya sebelumnya bekerja 3 shift seminggu sambil melakukan A-level saya dan penuh waktu antara akhir ujian dan awal universitas.Sekarang saya bekerja sebagai kolega musiman dalam istirahat setengah semester.Asda telah fleksibel dan memberi saya banyak shift yang benar -benar membantu membayar biaya hidup siswa.Stafnya hebat, mereka hanya mempekerjakan orang yang ramah, beberapa di antaranya saya berteman baik!Kartu diskon juga sangat berguna!"
Negatif,"Pendekatan lepas tangan yang saya sebutkan?Itu karena semua manajer duduk di kantin minum kopi dan mengisap manajer toko saat Anda mencangkok.Ketika mereka * memang * menghiasi Anda dengan kehadiran mereka, mereka cenderung kasar, kasar dan/atau sama sekali tidak kompetan.Saya telah terancam berkali -kali oleh para manajer karena kejahatan keji seperti ingin selesai tepat waktu, meminta istirahat saya dan meminta uang untuk menyimpan cillsed beberapa jam setelah saya membuat permintaan awal - oh, dan menolak untuk menjual di luar tanggalsaham.

Saya melamar magang gratis dan ditolak, setelah mengetahui bahwa saya telah melamar untuk kuliah - sesuatu yang tidak dapat saya lakukan jika saya sudah terdaftar pada skema magang - saya secara ajaib diberikan permintaan inital saya untuk magang.

Ketika saya mengeluh tentang viktimisasi manajemen ada penyelidikan yang diluncurkan.Penyelidikan terdiri dari bertanya kepada manajer yang dipertanyakan apakah dia telah menggertak saya, lalu mengatakan kepada saya bahwa saya telah mengarang semuanya.
Hampir setiap anggota departemen saya telah mendukung saya dan mengatakan kepada saya untuk mengeluh bahwa saya menjadi korban, dan hampir setiap orang dari mereka akan memberikan bukti jika ditanya."
Negatif,"Seluruh struktur berubah yang telah menghancurkan moral dalam tim manajemen, dan itu juga tercermin dalam rekan kerja.Sangat sedikit organisasi dan komunikasi saat ini yang membuat sulit untuk melakukan pekerjaan kita dengan benar.Ada banyak peluang karir beberapa bulan yang lalu, tetapi mereka tampaknya telah menghilang."
Positif,Kolega ... mereka adalah apa yang membuat tempat itu ... kebanyakan dari mereka asli dan menjadi teman sejati Anda !!Mereka juga biasanya cukup bersedia untuk mengadaptasi kontrak agar sesuai dengan gaya hidup Anda!
Positif,"Dukungan dari kolega, fleksibilitas, kesetaraan, tugas -tugas yang ditetapkan untuk setiap individu.
Organisasi dan manajemen sempurna."
Negatif,"Staf personalia tidak berguna, tidak pernah bisa memberi Anda seragam (saya melakukan malam penuh waktu selama 4 bulan dengan satu kemeja), sering mengacaukan gaji, banyak manajer dan mayoritas sangat malas.Dapatkan dibayar sama seperti orang yang melakukan sedikit pekerjaan, tidak ada disiplin sama sekali untuk pekerja miskin atau sakit biasa;penarik.Yang terburuk adalah anggaran upah yang rendah."
Positif,"Bayar yang baik, orang -orang hebat Beberapa DM dan SMS akan menerima saran Anda banyak liburan yang bagus untuk lebih banyak keterampilan dan menjadi orang yang serba lengkap"
Positif,"Alasan terbaik untuk bekerja untuk Asda jelas adalah kolega yang ada di toko, sejak awal semua orang sangat terbuka dan ramah dan kita semua tertawa bersama.Upahnya masuk akal mengingat tingkat keterampilan yang diperlukan dan mereka menawarkan banyak peluang untuk melakukan pelatihan lebih lanjut dan maju dalam perusahaan."
Positif,Diskon 10%.Membayar lebih dari upah minimum.Kesempatan untuk masuk 'Asda Football League.'Mampu bekerja di berbagai departemen.
Negatif,"Manajemen, organisasi, pemotongan jam semua orang.Seperti 1 manajer mengatakan kepada saya ""perusahaan ini, tidak suka staf penuh waktu"""
Negatif,"Perks, pengecer lain mendapatkan diskon yang lebih tinggi daripada yang kami lakukan dan dalam beberapa kasus upah lebih tinggi juga.Juga tidak ada banyak peluang kerja."
Negatif,"Boring, hal yang sama setiap hari. 

Manajemen dapat membuat Anda sakit kepala.Mereka memperlakukan semua orang yang sama daripada memperlakukan semua orang secara individu!Jangan pernah mendengarkan Anda, dalam satu telinga yang lain.

Manajer tidak suka Anda dilatih di departemen lain karena itu bisa berarti Anda dapat menjauh dari departemen mereka!Pengembangan bukanlah pilihan yang sangat bagus.Menjadi pemimpin bagian tidak sepadan.Bekerja lebih keras dari seorang manajer dan hanya mendapatkan beberapa pence lebih dari kolega normal."
Negatif,"Manajemen mengerikan - kasar dan menjengkelkan, perlakukan Anda seperti kotoran di atas sepatu dan mengharapkan Anda untuk bekerja seperti budak sementara mereka berkeliaran melakukan sangat sedikit dan mengkritik setiap hal kecil yang Anda lakukan.
Gaji yang buruk, tidak ada tarif liburan lembur atau bank.
Memotong manajer departemen dan mengharapkan pemimpin bagian untuk melakukan pekerjaan yang sama dengan harga kurang dari £ 7 per jam."
Positif,"Ini toko yang sangat ramah, semua orang saling kenal, saya sekarang melangkah ke pemimpin bagian di toko saya, saya mendapat dukungan penuh dari manajer rakyat saya dan manajer lain untuk merujuk,"
Positif,"Sukacita untuk bekerja, peluang untuk semua kolega untuk memberi karier mereka, hadiah untuk pelayanan yang baik, kolega hebat untuk komunikasi manajemen, semua orang diperlakukan sama."
Positif,"Orang -orang yang bekerja dengan Anda, 9 kali dari 10, adalah orang baik yang bisa Anda bergaul :)
Sebagian besar manajer sah, membantu dan pekerja keras bersama rekan -rekan mereka
cukup fleksibel dalam hal pas di sekitar pekerjaan lain
selalu sesuatu yang baru untuk dipelajari
peluang bagus untuk meningkatkan atau mencoba sesuatu yang baru
selalu banyak lembur"
Positif,Pro bekerja di sini adalah ada perasaan hebat berada dalam keluarga besar.Di mana semua orang tahu semua orang.Manfaatnya bagus dan diskon 10% selalu membantu
Negatif,"Seorang manajer toko baru dimulai dan kemudian segalanya mulai menurun.Dia akan berkeliaran di ponselnya ketika hal -hal perlu dilakukan, dan hanya mengerang tentang mereka alih -alih melakukan sesuatu untuk membantu.Semakin buruk ketika dia berpikir dapat diterima untuk berbicara dengan saya seolah saya tidak mampu melakukan pekerjaan yang telah saya lakukan selama 2 tahun (yang saya temui penghargaan untuk melakukan pekerjaan dengan baik), jadi saya berbicara dengannya dengan tepatHal yang sama, yang saya tarik ke kantor.Setelah itu dia terus -menerus melecehkan saya di tempat kerja, cukup banyak menyaksikan semua yang saya lakukan dan membuat manajer lain memata -matai saya (seberapa profesional).Ditarik ke kantor setelah ini beberapa kali, yang termasuk yang ditarik oleh manajer yang berbeda karena memiliki 'rambut ungu' ketika itu hanyalah platinum pirang/abu -abu, yang bahkan manajer orang masuk dan berkata 'apa itu apa adanyaDia melakukan tentang rambut ungu? 'dan berjalan kembali lagi.Itu sampai pada titik di mana saya bahkan tidak bisa diganggu dengan kerumitan lagi, dan ketika saya mendapatkan pekerjaan lain (di mana sebenarnya dapat diterima untuk mengungkapkan pendapat Anda) saya tidak berpikir dua kali untuk pergi.Saya kira itu adalah keberuntungan dari undian yang menjadi manajer yang Anda miliki tetapi dalam pengalaman saya para manajer memiliki favorit mereka, namun perusahaan secara keseluruhan menawarkan tentang keragaman yang berarti bahwa ada lebih sedikit intimidasi dan pelecehan.Jika Anda menginginkan pekerjaan di mana orang akan mendengarkan ide dan pendapat Anda, jangan berlaku di sini !!"
Positif,"fleksibilitas dalam jam, orang hebat, terkadang manajemen hebat, banyak lembur dan kemampuan untuk maju, diskon karyawan"
Positif,"Upah yang baik, jam fleksibel - lembur selalu tersedia - lingkungan yang fleksibel"
Negatif,"Biaya menjadi yang penting, tidak cukup banyak orang untuk memberikan standar yang harus diterima pelanggan.Kolega dan manajer yang disembelih moral"
Positif,Saya telah bekerja untuk Asda Morley sejak tahun 1972 Love It I Am The Granma Mother Sister dan Best Friend To Banye of Colleuges
Negatif,"Uang buruk, lingkungan kerja yang buruk.Tesco jauh lebih unggul untuk bekerja.Juga, saya menemukan manajemen sangat tidak membantu di kali.Tidak suka tata letak toko juga."
Negatif,"Jam kerja bisa lebih awal, panjang dan sulit
Pembangunan dijanjikan tetapi jarang diberikan
Manajemen berjuang untuk memahami cara merawat rekan kerja
Pemisahan antar departemen, kurangnya kerja tim
Bayar adalah sub-par mengingat mereka adalah supermarket terlaris ke-2 di Inggris
Kerja bagus tidak dihargai sama sekali tetapi cepat mengeluh tentang pekerjaan buruk
Tidak ada pembayaran lembur atau pembayaran hari Minggu"
Positif,"Kolega dan manajernya hebat
Dibayar setiap 28 hari
Bonus Natal"
Negatif,"Kepemimpinan itu buruk dan diperkirakan akan mengambil lembur bahkan ketika ditawarkan sebagai pergi ke rumah jika mengatakan lembur tidak diambil karena hal -hal seperti komitmen keluarga atau janji dokter, Anda kemudian dihukum pada hari berikutnya dengan mengurangi pilihan Anda untuk memastikan AndaJangan pernah mencapai target pilihan Anda"
Positif,"Hal terbaik tentang asda adalah ... kolega, dan sangat sedikit dan jauh di antara pelanggan, membuat beberapa hari buruk tampak lebih mudah, :)"
Positif,"Anda bertemu orang yang berbeda setiap hari, tetapi hanya kasihan yang hanya dihargai dan berterima kasih atas pekerjaan yang baik"
Negatif,"Kurangnya peluang perkembangan
Gaji Awful God (64p lebih banyak) untuk jumlah yang kita kerjakan, tanggung jawab
Kebijakan ASDA adalah jika Anda baik, Anda tidak dipindahkan ke atas karena halangan untuk disimpan
Karena jumlah jam kerja, untuk membuat upah layak ditinggali, tidak ada kehidupan, atau kesempatan untuk menciptakannya
Kami selalu dikenal sebagai sosok, selalu dapat diganti
Kurangnya realitas dari tim keuangan tentang berapa banyak badan yang diperlukan untuk menyelesaikan tugas, terutama ketika ASDA memiliki kebijakan yang sangat adil dan adil dalam mempekerjakan orang yang kurang mampu!
Terima kasih telah mengambil sarapan panas!Bukan berarti orang yang mencangkok pada hari musim dingin yang dingin bekerja di -3C membutuhkannya selama musim dingin.
Inti adalah bahwa setiap pemimpin bagian tahu mereka memiliki peluang yang sangat kecil untuk berkembang menjadi manajer dalam beberapa tahun ke depan karena restrukturisasi, 7 dari 10 ingin pergi karena mereka merasa ditinggalkan oleh perusahaan.Pemimpin bagian seharusnya menjadi langkah kecil, jangka pendek untuk menjadi manajer bagi mereka yang menginginkannya.Ini adalah satu -satunya pembenaran untuk bekerja berjam -jam lama, sedikit gaji dan sedikit kredensial untuk itu.Sekarang dibuat hampir permanen bagi sebagian orang.Siapa pun yang membaca ini dapat menegosiasikan gaji, karena itu kita tidak bisa, karena itu tanpa kenaikan gaji yang layak, tanpa pengembangan, mengapa bekerja untuk Asda sebagai pemimpin bagian?
Tapi tidak apa -apa, karena kami adalah sosok, selalu dapat diganti ..."
Negatif,"Bayar yang buruk, kurang dari upah hidup.Ketahui banyak staf yang harus mengambil pekerjaan tambahan atau mengklaim manfaat untuk memenuhi kebutuhan.Manajemen menjalankan toko seperti klik, staf favorit mendapatkan pekerjaan yang lebih baik dan ada banyak nepotisme."
Positif,ASDA adalah pemberi kerja yang relatif fleksibel yang membayar upah yang baik dan menawarkan kesempatan untuk berkembang.Kolega mudah berkomunikasi.
Negatif,"Tidak semua pernyataan nilai hidup di beberapa toko
Pengembangan tidak selalu sesuai dan dengan pengembangan struktur baru telah dibuat sangat sulit dengan mengurangi peran manajemen.
Dukungan jangka pendek baik setelah insiden serius tetapi jangka panjang terlihat bleek"
Negatif,"Manajer, pemimpin bagian dan kadang -kadang beberapa kolega kepingan salju khusus yang memiliki masalah ego yang sangat besar.Mereka dapat dan akan menusuk Anda di belakang jika itu dapat menguntungkan mereka dalam beberapa bentuk atau bentuk.Mereka tidak pernah memiliki pandangan tentang gambaran yang lebih besar dan umumnya tidak dilatih dengan baik untuk berada dalam peran yang lebih tinggi. 

Manajer dan pemimpin bagian berpotensi tidak memiliki kemampuan untuk memimpin, menginspirasi, dan mempromosikan lingkungan kerja yang sehat dan sebaliknya memilih taktik intimidasi, rasa bersalah tersandung, dan menguatkan hanya untuk menyelesaikan pekerjaan.Bahkan kemudian, beban kerja meningkat dan waktu untuk melakukannya berkurang.Jika Anda bekerja terlalu cepat, Anda dituduh memotong sudut, jika Anda bekerja terlalu lambat, Anda diberitahu karena tidak bekerja dengan kemampuan terbaik Anda.... ya?

Menjadi rasa bersalah tersandung dan berpotensi hitam dikirim ke shift ekstra.

Jika Anda bukan bagian dari 'lingkaran dalam' atau lebih untuk berbicara, bersiaplah untuk mengerang jika Anda begitu banyak mengobrol dengan seseorang kurang dari sepuluh detik, namun Anda akan melihat para manajer dan kurangnya membuang -buang waktu diGudang selama beberapa menit. 

Bayaran mengerikan untuk pekerjaan yang Anda lakukan;Ini jauh lebih menegangkan daripada yang mereka percayai, dan cita -cita bekerja sebagai tim adalah sampah.Anda menghisap 'atasan' Anda atau Anda tidak akan bersenang -senang.

Berharap untuk bersalah tersandung tentang penyakit, bahkan jika penyakit tersebut sangat mempengaruhi pekerjaan Anda."
