full_text,filtered
ความเปลี่ยนแปลงของธุรกิจอุตสาหกรรมเกิดขึ้นเร็ว ความมั่นคงในการทำงานน้อยลง กิจการปิดตัว ลดคนเป็นเรื่องปกติมากต่างจากอดีตที่คนสามารถทำงานและก้าวหน้าในองค์กรเดิมจนเกษียณได้ การย้ายองค์กรต้องเปลี่ยน work environment เปลี่ยนสนามแข่งใหม่ โดยรวมคนทำงานรุ่นใหม่มี stress สูงกว่า,stres
Pelaksanaan ini yang sepatutnya berkuat kuasa 1 September 2022 ditangguhkan. Cuti bersalin daripada 60 hari ke 98 hari Cuti paterniti 7 hari Waktu kerja mingguan 48 jam kepada 45 Ia selepas kerajaan memutuskan pindaan Akta Kerja 1955 ditangguhkan ke 1 Januari 2023.,laksana patut kuat kuasa september tangguh cuti salin cuti waktu minggu lepas raja putus pinda akta tangguh januari
#Foto Wacana PNS bisa Work From Anywhere jadi buah bibir. Apa lagi kinerja PNS sering jadi sorotan karena kerap kepergok ngeluyur saat jam kerja. Ini contohnya. Duh! https://t.co/hlotG2NfKl,wacana buah bibir sorot kerap pergok contoh
Work! Yg kantornya pulang lebih cepet kyk jam 4 udh pulang gila sih baik banget. Gue ga kebayang lu masih pulang jam 5/6 sementara jalanan jakarta macet parah. Mau buka jg paling telat malah buka di jalan apalagi yg rumahnya jauh. Hebat banget kantor kyk gitu,kantor pulang cepat pulang gila bayang pulang jalan jakarta macet parah buka telat buka jalan rumah jauh hebat kantor
Kena tanya diri ya kenapa nak tukar. Bukan sekadar untuk gaji saja. Kena lihat juga faktor lain. -peluang kerjaya -staf benefit (insuran untuk staf cuti tahunan balance) -masa (kerja tempat lain kena angkut isteri juga ke? Dah tambah kos pengangkutan) Buat senarai pro and cons,kena tukar gaji kena lihat faktor peluang staf staf cuti tempat kena angkut isteri angkut senarai
6. Kajian mengatakan kerja remote lebih menggembirakan kurang stres &amp; provide more time for hobbies. But still it depends on the company's culture itself. So far my job takde stres. Tak pernah diganggu weekend &amp; after office hour. I'm relatively happy with my remote job.,kaji gembira kurang stres stres ganggu
@k_izzuddin Lompat je kalau better opportunity. Saya ada kenal kawan saya sorang ni dalam 2 tahun lompat 4 company setiap 6 bulan dia tukar macam tukar baju. Last company tu company besar dapat position okay gaji okay terus dia stay sampai sekarang haha.,lompat kenal kawan sorang lompat tukar tukar baju besar gaji
Keputusan RESIGN dan pindah kerjaan dngn gaji lebih rendah tpi sebagai gantinya mental kamu jauh lebih sehat tingkat stress terkendali dan kmu jauh lebih banyak wktu buat bertemu klrga atau mendampingi tumbuh kembang buah hati.Itu bisa jadi salah satu keputusan bijak di hidup,putus gaji rendah ganti mental jauh sehat tingkat stres kendali jauh waktu temu keluarga damping tumbuh kembang buah salah putus bijak hidup
work! ternyata resign tuh seribet ini ya? btw ini ak resign karna lingkungan kerja yg toxic tpi alasan ke beliau adalah sdh tdk cocok lgi dgn perusahaan dan ingin fokus studi dan jg ak ga ada ttd kontrak apapun. Hrsnya wajar ya ak minta resign karna hitungannya msih probation? https://t.co/3uYE1yxq0Q,nyata jahat beliau cocok fokus studi kontrak wajar hitung
To employers this is a sign that you should do remote / hybrid arrangement. 4 years ago I was catching the train in Padang Jawa to go to work at 6.30AM. I had to drive from my house to the station &amp; went through the traffic jam. Arrived home from work at 8.30PM. Exhausted. https://t.co/YC9usTAtNX,padang jawa
Kalau masa interview HR tanya Why Are You Leaving Your Current Job? Ramai akan cakap keluar dari comfort zone ataupun nak gain new experience. Jawapan basic. Bosan. Ni contoh jawapan kalau nak jawab pasal gaji culture atau pasal korang tak suka kerja tu. Apa nak takut.,ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut
Dulu saya pernah bekerja sebagai penjawat awam gred N17 (sekarang N19) selama 6 tahun. Apabila saya buat keputusan untuk berhenti kerja maka saya telah dinasihatkan oleh CC (chief clerk gred N22) supaya jangan berhenti atas alasan sayang kerja terjamin dan takut jika perniagaan https://t.co/JZXbJQqGpq,jawat awam putus henti nasihat henti sayang jamin takut niaga
Ini cerita gue dipecat sama karyawan sendiri. Masih mau kerja gak kamu? Kerjaan kecil yang urgent dari saya kok udah 2 jam gak dikerjakan? Malah nonton YouTube tanya saya ke A. Engga Pak Hah? Gak mau kerja lagi? Iya Pak Ya bingung. Ya lucu. Ya mau marah. Ya mau,pecat karyawan kecil tonton bingung lucu marah
Work! Dulu aku pernah mikir knp orang bisa resign perihal punya temen kantor yg toxic? Aku mikirnya ya tinggal cuekin aja ternyata ga segampang itu ya haha apalagi kalo tiap hari harus ketemu dijudesin disindir stress bgt njir lebih stress dari ngerjain deadline (cont..),perihal teman kantor jahat nyata gampang ketemu sindir stres stres
Sebagai someone yang pernah masuk company baru dalam role yang baru dengan gaji yang lagi tinggi - be careful. Role baru can sometimes means no guidance or precedent. You have to figure things out by yourself. Takleh nak refer to old projects to see how things were done,gaji were
Antara sebab kenapa ramai berhenti kerja selain dari gaji: 1- Kurang dihargai 2- Kawan kerja yang toxic 3- Tak ada career growth 4- Jobscope &amp; beban kerja yang belambak 5- Job mismatch 6- Management merepek 7- Kebajikan pekerja diabaikan 8- Income jadi rider lagi tinggi 9-,ramai henti gaji kurang harga kawan jahat beban repek kebaji abai
Work! Abis ngajuin resign tapi di tolak dengan alasan kalo gaada kamu saya gatau nasib omset di cabang yg kamu pegang bakal gimana . Sender udah capek bgt di cabang ini karna penuh orang² toxic dan gaji pokok pun kecil cuma 2 3jt. Sedangkan sender bisa dapet omset (cont..),habis tolak nasib omset cabang pegang sender capek cabang penuh jahat gaji pokok kecil sender omset
@faridaffy Kalau ikut pemahaman saya kalau buat kerja lebih. Tak menjamin boleh naik gaji atau pangkat. Nak tak nak kena jugak lompat company. Dapat kenaikan lebih dari 10%,paham jamin naik gaji pangkat kena lompat naik
work! halo aku sendernya aku akhirnya resign dr kantor ini. Alhamdulillah langsung dpt kerja dg salary 2x dr kantor ini huhu meski kerja sambil nangis tp ada hasilnya juga,halo sender kantor langsung gaji kantor menang hasil
@worksfess Makanya kerja di perusahaan lokal Indonesia itu harus punya prinsip: Kerjakan sewajarnya sebatas Perusahaan menggaji mu Berbeda dg overseas company: bekerjalah semaksimal yg kamu bisa maka perusahaan akan menghargai upayamu ,lokal indonesia prinsip wajar gaji beda maksimal harga upaya
Work! Every time someone asked apa ga sayang resign dulu sblm dapet kerjaan baru? Little did they know I resigned due to toxic environment which leads me to burn out and constantly feeling like sh#.t. Jd sedih sih kalo ditanya begitu.,sayang jahat sedih
Untuk gue sendiri pindah kerja buat dapet gaji gede itu nggak begitu pengaruh banget gue lebih ngaruh di nyaman nya tempat kerja tapi karena temen gue banyak yang resign lumayan buat gue goyah dan kepingin resign juga.,gaji besar pengaruh nyaman tempat teman lumayan goyah
Pas nganggur: stress karena gak kerja2 Pas dah dapet kerja: stress karena harus menguasai banyak hal dalam waktu singkat dan takut dipecat karena banyak buat salah Emang idup tuh isinya kalo gak stres ya stres banget work!,stres stres kuasa waktu singkat takut pecat salah hidup stres stres
Work! cw // gaji Aneh kata gua perusahaan yg ngegaji kecil/dibawah UMR. Hal itu kan bisa jd salah satu penyebab turn over tinggi. Mereka kenapa gak mikir kasi gaji gede aja dari awal biar bertahan/nyaman. Ya gak si? sepemikiran gaksiii drpd cape ngajarin,gaji aneh salah over kasih gaji besar capek ajar
@worksfess Diperusahaanku malah bilang gini cari tempat yang bisa bikin kamu berkembang kalo kamu malah jadi tambah buruk mending balik lagi ke sini ,tempat kembang buruk mending
CW // gaji work! kalo aku manipulasiin slip gaji kira2 dampaknya apa ya? soalnya gajiku di perusahaan lama cuma 3 5jt dan aku minta gaji 5jt di perusahaan baru-ku dan katanya di approve. cuma HRnya minta slip gaji yg terakhir. kira2 bakal berubah pikiran gak ya? (cont..),gaji slip gaji dampak gaji gaji slip gaji ubah
paksa modern. Bebas mengundurkan diri gak perlu nunggu sebulan dulu karena nantinya dianggap pekerja tahanan. Perusahaan wajib ngasih makan siang dan kalo lembur 8 jam dalam seminggu dikasih kompensasi 1 hari libur. Aturan luar negeri sangat manusiawi dibanding aturan (cont..),paksa modern bebas undur tunggu anggap tahan wajib asih makan siang lembur minggu kasih kompensasi libur atur manusiawi banding atur
 Kerja palu gada gaji ga seberapa 62% orang mengalami Distress saat bekerja; berakibat pada kecemasan depresi bahkan terganggunya aspek kehidupan pribadi. Padahal kerja tuh ngehabisin setengah waktu dalam sehari loh. Kebayang seberat apa ga hidup? https://t.co/LpPF2loELs,palu gaji alami akibat cemas depresi ganggu aspek hidup pribadi waktu bayang berat hidup
Tukar kerja setiap dua tahun = Kenaikan gaji 20% - 40% tapi masih ramai tak setuju kalau 2-3 tahun je tukar kerja. Okay sekarang aku nak tanya kau kerja untuk kayakan majikan sahaja atau kayakan diri &amp; family kau jugak? https://t.co/sGDs8MS18U,tukar naik gaji ramai tuju tukar kaya majikan sahaja kaya
Tukar kerja setiap dua tahun = Kenaikan gaji 20% - 40% tapi masih ramai tak setuju kalau 2-3 tahun je tukar kerja. Okay sekarang aku nak tanya kau kerja untuk kayakan majikan sahaja atau kayakan diri &amp; family kau jugak? https://t.co/139Q24Y5DH,tukar naik gaji ramai tuju tukar kaya majikan sahaja kaya
WAJAR tukar kerja setiap 2 - 3 tahun. Kenapa? Kalau stay company sama increment tahunan hanya 2% - 5% (kebiasaannya) TAPI kalau pindah tempat kerja gaji boleh naik antara 10% - 30%. Kau loyal kat company sama pun gaji tak naik banyak. Tengok contoh situasi kat bawah ,wajar tukar tempat gaji naik loyal gaji naik tengok contoh situasi
Kalau stay kat sesebuah syarikat tu lebih dari dua tahun kita akan rugi pendapatan sebanyak 50% dalam masa 10 tahun unless kenaikan gaji tahunan consistent 10-15% minimum. Ini thread https://t.co/CxJyQ1A1pY,buah syarikat rugi naik gaji minimum
Sedikit tambahan terkait kutu loncat dari POV manajemen. Sebenarnya ngga selalu setiap loncat bikin gaji naik drastis 1⃣ Compben specialist di perusahaan2 aware &amp; bisa baca track record kutu loncat. HR pernah rekomendasi aku untuk kasih 0% increase seorang kandidat soalnya,sedikit kait kutu loncat manajemen loncat gaji naik drastis baca kutu loncat rekomendasi kasih kandidat
HELP! aku freshgrad kerja baru 6 bulan di perusahaan kecil yg toxic dan julid. Tapi aku tbtb dpt OL di salah satu anak prshaan BUMN dengan gaji naik hampir 40%. cara resign yg sopan gmn ya? Tkt di julidin anak jaman skrg kerja pindah2 krn masih ada 1 month notice. Wrk! https://t.co/sfppMpokUr,kecil jahat julid salah bumn gaji naik sopan jaman
Aku juga 24 tahun pindah kerjaan 3x dalam tiga tahun. Kerjaan pertama UMR pindah ke kerjaan kedua gaji naik 50% kerjaan ketiga naik lagi 120% dari gaji terakhir. If you want higher salary move it oftenly.,gaji naik naik gaji gaji
Work! Hari ini aku cuti. Menurut kalian terlalu berlebihan gak ya kalo ganti pp ini? Aku takut dibilang alay sama rekan kantor wkwkwk. Aku ganti pp soalnya kerjaku berhubungan dengan orang banyak dan tiap hari selalu ada yg kontak aku. https://t.co/qvqUjwHHC8,cuti ganti takut alay rekan kantor ganti hubung kontak
Kalau gue penyebab utama ada 3: 1. Kerja di LN ga perlu masuk bidang2 tertentu buat dapat gaji yg bisa dipakai support ortu di Indo sambil nabung. Di Indo gak bisa gini. Gaji selalu habis utk hidup + support ga bisa nabung ,utama gaji pakai indonesia indonesia gaji habis hidup
Jalan jam slow moving tu yang buat kau penat. Tired. Frustrated. It s not the distance. Bila aku pindah rumah distance almost the same to the office but jam tu greatly reduce by 30%. I feel great. Betul tak apa aku rasa ni? Office dekat doesn t mean anything if you re,jalan penat rumah rasa dekat
work! Misal kalian kerja di JKT dengan salary UMR. Terus company kalian nawarin mutasi ke Ponorogo (branch baru) dengan salary tetap UMR JKT yg mana living cost di ponorogo lebih murah. Kalian ambil gak?,jakarta gaji tawar mutasi ponorogo gaji jakarta ponorogo murah ambil
Tak salah stay lama kat satu company kalau: - Belajar banyak perkara baru - Dapat gaji yang bermaruah - Enviroment tak toxic - Ada peluang naik pangkat Kalau takde semua tu mungkin masa untuk tukar kerja.,salah ajar perkara gaji jahat peluang naik pangkat tukar
Sebelum ini lebih 3 jam pergi dan balik kerja. Sekarang pindah dekat dengan pejabat. 5 minit sahaja. Sangat terasa perbezaan. Terutamanya bila anak tengah fasa awal membesar. Nombor 1 ialah nikmat yang tak akan dapat ditukar ganti dengan nikmat lain. Alhamdulillah.,pergi dekat jabat sahaja utama besar nikmat tukar ganti nikmat
- Dipaksa masuk kerja jam 5 pagi dan pulang malam buta - Dihukum kalau telat membalas pesan lebih dari 2 menit - Dipaksa melepas alat support yang harus dia kenakan saat sakit. - Dipaksa bekerja berbulan-bulan dengan tidur hanya 1-2 jam hingga kaki dan tangan hilang rasa,paksa pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa tidur kaki tangan hilang rasa
Kayaknya rame disclaimer dulu: - Postingan tidak untuk digeneralisasi baca bio. - Postingan hanya menunjukan sisi 'positif'nya sebagai kutu loncat. - I personally pindah karena selalu di-hijack &amp; diberikan offering posisi &amp; salary yang lebih tinggi kalau nggak di offer nggak,rame generalisasi baca sisi positif kutu loncat posisi gaji
Menghindari perubahan besar dalam hidup karena takut pada stres justru memperpanjang ketidakbahagiaan. Meskipun perubahan terasa menakutkan menghindarinya hanya memperpanjang rasa tidak puas dan frustrasi di masa depan.,hindar ubah besar hidup takut stres ubah takut hindar rasa puas frustrasi
@worksfess Akulah si rela downgrade itu. Alasannya karena perusahaan yang baru dekat bgt dengan rumah jadi meski gajinya lebih kecil tapi ongkos transpor hampir nol rupiah wkwk. Gak nyesel karena lebih banyak enaknya.,rela dekat rumah gaji kecil ongkos transpor rupiah sesal enak
@worksfess Real di PT saya sebelumnya jalan 4 mesin karyawan hampir 600 orang.Sekarang jalan 2 mesin karyawan tinggal 155 orang artinya apa?selain layoff hampir 75% sekarang 1 karyawan harus megang 2 job/area dengan gaji yang sama.,real jalan mesin karyawan jalan mesin karyawan arti karyawan pegang gaji
@tanyakanrl Temen kakakku ada yang dulu direkrut lewat outsourcing. Posisi kerjaannya seharusnya bikin dia punya gaji di atas kakakku jauh tapi ternyata gaji dia gak beda jauh sama kakakku. Selain dari segi gaji fasilitasnya juga beda. Seharusnya akomodasi tiket cuti ditanggung perusahaan,teman rekrut posisi gaji jauh nyata gaji beda jauh segi gaji fasilitas beda akomodasi tiket cuti tanggung
2025 dapat pekerjaan baru yang lingkungannya sehat atasannya manusiawi dan kompeten lokasinya kejangkau transportasi publik dan ga terlalu jauh dari rumah cuti bersamanya ga motong cuti tahunan gajinya lebih besar turn overnya rendah aamiin,sehat manusiawi kompeten lokasi jangkau transportasi publik jauh rumah cuti cuti gaji besar over rendah
Percaya ngga percaya hampir 90% orang stres di tempat kerja bukan karena pekerjaannya yang berat tapi karena lingkungannya ga support rekan kerjanya yg toxic.,percaya percaya stres tempat berat rekan jahat
Geng pagini marilah mulakan dengan mencari kerja baru! Tinggalkan je tempat kerja yang toxic tu! Ni ada beratus jawatan kosong siap ada yang boleh work from home lagi. Korang tinggal apply je okay!,geng mari tempat jahat atus jawat kosong
mindset toxic: kerjain besok aja dehh kan masih ada banyak waktu ,jahat besok waktu
setoxic-toxic nya tempat kerja lebih toxic lagi jalanin idup tanpa penghasilan.,tempat jahat jalan hidup hasil
dan tanpa alasan yang memang urgen dan ga bisa ditawar (misalnya toxic environment di tempat kerja) ini akan jadi red flag bagi employer bahwa nih orang ga loyal. Buat apa diterima di perusahaan kalo emang dia kutu loncat. Buang-buang hiring dan onboarding budget.,urgen tawar jahat tempat loyal kutu loncat
